WTE 3A,4,Lesson 4,fifty,五十,
WTE 3A,4,Lesson 4,sixty,六十,
WTE 3A,4,Lesson 4,seventy,七十,
WTE 3A,4,Lesson 4,eighty,八十,
WTE 3A,4,Lesson 4,ninety,九十,
WTE 3A,4,Lesson 4,hundred,一百,
WTE 3A,5,Lesson 5,soft,软,
WTE 3A,5,Lesson 5,hard,硬,
WTE 3A,5,Lesson 5,smooth,光滑的,
WTE 3A,5,Lesson 5,rough,粗糙的,
WTE 3A,5,Lesson 5,cushion,靠枕,
WTE 3A,5,Lesson 5,armchair,扶手椅,
WTE 3A,5,Lesson 5,marble,弹珠,
WTE 3A,5,Lesson 5,stone,石头,
WTE 3A,5,Lesson 5,sofa,沙发,
WTE 3A,5,Lesson 5,braille,盲文,
WTE 3A,5,Lesson 5,surprised,惊奇的,
WTE 3A,6,Lesson 6,collect shells,拾贝壳,
WTE 3A,6,Lesson 6,listen,听,
WTE 3A,6,Lesson 6,waves,海浪,
WTE 3A,6,Lesson 6,swallow,尝，吞,
WTE 3A,6,Lesson 6,salty,咸的,
WTE 3A,6,Lesson 6,water,水,
WTE 3A,6,Lesson 6,smell,闻,
WTE 3A,6,Lesson 6,barbecue,烧烤,
WTE 3A,6,Lesson 6,touch,摸,
WTE 3A,6,Lesson 6,sand,沙子,
WTE 3A,6,Lesson 6,sandcastle,沙堡,
WTE 3A,6,Lesson 6,competition,比赛,
WTE 3A,6,Lesson 6,wash away,冲走,
WTE 3A,6,Lesson 6,worry,担心,
